30	294	160	23000
30	317	160	23000

30	18	182	23000
30	41	182	23000
30	64	182	23000
30	87	182	23000
30	110	182	23000
30	133	182	23000
30	156	182	23000
30	179	182	23000
30	202	182	23000
30	225	182	23000
30	248	182	23000
30	271	182	23000
30	294	182	23000
30	317	182	23000

30	18	204	23000
30	41	204	23000
30	64	204	23000
30	87	204	23000
30	110	204	23000
30	133	204	23000
30	156	204	23000
30	179	204	23000
30	202	204	23000
30	225	204	23000
30	248	204	23000
30	271	204	23000
30	294	204	23000
30	317	204	23000

30	18	226	23000
30	41	226	23000
30	64	226	23000
30	87	226	23000
30	110	226	23000
30	133	226	23000
30	156	226	23000
30	179	226	23000
30	202	226	23000
30	225	226	23000
30	248	226	23000
30	271	226	23000
30	294	226	23000
30	317	226	23000

30	18	248	23000
30	41	248	23000
30	64	248	23000
30	87	248	23000
30	110	248	23000
30	133	248	23000
30	156	248	23000
30	179	248	23000
30	202	248	23000
30	225	248	23000
30	248	248	23000
30	271	248	23000
30	294	248	23000
30	317	248	23000

#ROAD HORIZONTAL
30	18	98	23022
30	64	98	23022
30	110	56	23022
30	156	56	23022
30	202	56	23022
30	248	56	23022
30	110	144	23022
30	156	144	23022
30	202	98	23022
30	248	98	23022
30	110	230	23022
30	156	230	23022
30	156	186	23022
30	248	186	23022
#ROAD VERTICAL
30	92	72	23023
30	92	84	23023
30	92	160	23023
30	92	204	23023
30	183	70	23023
30	183	114	23023
30	277	70	23023
30	184	204	23023

#ROAD HORIZONTAL WITH NODE
30	133	56	23024
30	87	98	23024
30	271	56	23024
30	133	230	23024
30	179	186	23024
30	225	186	23024
#ROAD VERTICAL WITH NODE
30	92	138	23025
30	92	180	23025
30	183	92	23025

#NODE
30	87	50	23011
30	179	50	23012
30	225	50	23013
30	225	94	23014
30	87	226	23015
30	179	226	23016

#Portal
50	87	50	109	71	1
50	179	50	201	71	1
50	225	50	247	71	1
50	225	94	247	115	1
50	87	226	109	247	1
50	179	226	201	247	1

#LOCK
30	87	114	23003
#CASTLE 1
30	133	138	23017
#HOUSE
30	133	182	23002
30	271	94	23002
#BRIGDE
30	202	182	23006
#CASTLE 2
30	271	184	23020
30	272	166	23019
#ROCK
30	110	182	23021
30	110	204	23021
30	133	204	23021

30	64	182	23021
30	64	204	23021
30	41	204	23021
30	64	226	23021
30	41	226	23021

#BLADE
30	179	138	23018
#START
30	41	94	23005

#RIVER
30	202	204	23026
30	202	226	23031
30	225	226	23027
30	248	226	23027
30	271	226	23027
30	294	226	23030
30	294	204	23026
30	294	182	23026
30	294	160	23026
30	280	138	23028
30	248	138	23029
30	248	160	23030
30	225	160	23027
30	202	160	23029
#SLIME
31	18	50
31	41	50
31	64	50

31	18	72
31	41	72
31	64	72

31	110	72
31	133	72
31	156	72
31	110	94
31	133	94
31	156	94
31	110	116
31	133	116
31	156	116

31	133	160
31	156	160
31	179	160

31	202	72
31	225	72
31	248	72

31	18	116
31	41	116
31	64	116
31	18	138
31	41	138
31	64	138
31	18	160

31	294	50
31	317	50
31	294	72
31	317	72
31	294	94
31	317	94

31	202	116
31	225	116
31	248	116
31	271	116
31	294	116
31	317	116

31	202	138
31	225	138


31	317	138
31	317	160
31	317	182
31	317	204
31	317	226

#TURTLE
32	220	182

#INVINSIBLE BLOCK
15	2	34	26	1	0
15	2	246	26	1	0
15	26	34	1	26	0
15	72	50	1	2	0
15	116	76	1	2	0
15	72	124	1	2	0
15	294	50	1	10	0
# MARIO
0	41	94	1	0

#HUD
24	0	0	5	25
24	0	0	4	25
24	0	0	3	25
24	0	0	2	25
24	0	0	1	25
22	0	0
23	0	0	1	25
23	0	0	2	25
23	0	0	3	25

25	0	0	0	25
25	0	0	1	25
25	0	0	2	25
25	0	0	3	25
25	0	0	4	25
25	0	0	5	25

25	0	0	11	25
25	0	0	12	25
25	0	0	13	25
25	0	0	14	25
25	0	0	15	25
25	0	0	16	25
25	0	0	17	25

25	0	0	21	26
25	0	0	22	26
25	0	0	23	26
25	0	0	24	26
25	0	0	25	26
25	0	0	26	26
25	0	0	27	26
