1	421	224	0

1	661	288	1

1	709	256	0

1	1478	272	1

#BRICK
10	1510	240	18000
10	1526	240	18000

10	1574	304	18000
10	1590	304	18000
10	1606	304	18000
10	1590	288	18000
10	1606	288	18000
10	1606	272	18000

10	1670	304	18000
10	1686	304	18000
10	1702	304	18000
10	1670	288	18000
10	1686	288	18000
10	1670	272	18000

10	1958	304	18001
10	1974	304	18001
10	1974	288	18001
10	1990	304	18001
10	1990	288	18001
10	1990	272	18001
10	2006	304	18001
10	2006	288	18001
10	2006	272	18001
10	2022	304	18001
10	2022	288	18001
10	2022	272	18001
10	2038	304	18001
10	2038	288	18001
10	2038	272	18001
10	2054	304	18001

10	2102	304	18001
10	2102	288	18001
10	2118	304	18001

10	2262	272	18000
10	2278	272	18000

10	2262	208	18000
10	2278	208	18000

#PIRANHA PLANT
11	363	281	0	1

#PIPE
9 	355	272	16	16	3	91000	92000	93000	94000

9 	1798	288	16	16	2	91000	92000	93000	94000

9 	1862	272	16	16	3	91000	92000	93000	94000

9 	2262	288	16	16	2	93000	94000	93000	94000
9 	2262	16	16	16	12	91000	92000	93000	94000

9 	2326	288	16	16	2	91000	92000	93000	94000


#PLATFORM 1
5 	5	320	16	15	39	51000	52000	53000

#PLATFORM 2
5 	629	304	16	15	29	51000	52000	53000
5	629	320	16	15	29	54000	55000	56000

#PLATFORM 3
5 	1158	320	16	15	22	51000	52000	53000

#PLATFORM 4
5 	1542	320	16	15	5	51000	52000	53000

#PLATFORM 5
5 	1670	320	16	15	36	51000	52000	53000

#PLATFORM 6
5 	2261	320	16	15	35	51000	52000	53000

